title,journal,date,doi,first_author,pdf_url,collections
Sparks: Multi-Agent Artificial Intelligence Model Discovers Protein Design Principles,arXiv,2025-04-26,10.48550/arXiv.2504.19017,Alireza Ghafarollahi,https://arxiv.org/pdf/2504.19017.pdf,"Agentic AI | Buehler, Markus | SPARKS"
LifeGPT: Topology-Agnostic Generative Pretrained Transformer Model for Cellular Automata,arXiv,2024-10-17,10.48550/arXiv.2409.12182,Jaime A. Berkovich,https://arxiv.org/pdf/2409.12182.pdf,"Cellular Automata | Transformers | ABM | Buehler, Markus | LifeGPT"
"Evolution of synchronous bilateral breast cancers provide insights into interactions between host, tumor and immunity",medRxiv,2021-12-29,10.1101/2021.12.28.21267674,Anne-Sophie Hamy,https://www.biorxiv.org/content/10.1101/2021.12.28.21267674v1.full.pdf,"Breast Cancer | Evolutionary Principles | Abécassis, Judith"
Virtual Multiplex Staining for Histological Images using a Marker-wise Conditioned Diffusion Model,arXiv,2026-01-05,10.48550/arXiv.2508.14681,Hyun-Jic Oh,https://arxiv.org/pdf/2508.14681.pdf,"Virtual Stain | Image Processing | Sorger, Peter"
The Principles of Diffusion Models,arXiv,2025-10-24,10.48550/arXiv.2510.21890,Chieh-Hsin Lai,https://arxiv.org/pdf/2510.21890.pdf,"Diffusion Models | OpenAI | Ermon, Stefano"
Dynamic Entity-Masked Graph Diffusion Model for histopathological image Representation Learning,AAAI 2025,2024-12-13,10.48550/ARXIV.2412.10482,Zhenfeng Zhuang,https://arxiv.org/pdf/2412.10482.pdf,Diffusion Models | Graph-based | Representation Learning
Generative AI for Synthetic Data Across Multiple Medical Modalities: A Systematic Review of Recent Developments and Challenges,arXiv,2024-07-02,10.48550/arXiv.2407.00116,Mahmoud Ibrahim,https://arxiv.org/pdf/2407.00116.pdf,Radiomics | Generative AI | Synthetic Data | Reviews
Mathematical Foundations of Geometric Deep Learning,arXiv,2025-08-01,10.48550/arXiv.2508.02723,Haitz Sáez de Ocáriz Borde,https://arxiv.org/pdf/2508.02723.pdf,"Geometric Deep Learning | Bronstein, Michael"
From Latent Graph to Latent Topology Inference: Differentiable Cell Complex Module,ICLR 2024,2023/10/13,,Claudio Battiloro,,"Graph-based | Topological Deep Learning | Battiloro, Claudio | Bronstein, Michael"
Fully-inductive Node Classification on Arbitrary Graphs,ICLR 2025,2025-04-08,10.48550/arXiv.2405.20445,Jianan Zhao,https://arxiv.org/pdf/2405.20445.pdf,"Graph-based | Foundation Models | Bronstein, Michael"
Point Transformer with Federated Learning for Predicting Breast Cancer HER2 Status from Hematoxylin and Eosin-Stained Whole Slide Images,arXiv,2024-02-27,10.48550/arXiv.2312.06454,Bao Li,https://arxiv.org/pdf/2312.06454.pdf,HER2 | H&E | Transformers | Federated Learning
Spatial colocalization and combined survival benefit of natural killer and CD8 T cells despite profound MHC class I loss in non-small cell lung cancer,bioRxiv,2024-02-22,10.1101/2024.02.20.581048,Remziye E. Wessel,https://www.biorxiv.org/content/10.1101/2024.02.20.581048v1.full.pdf,CD8 | NK Cells | T Cells | NSCLC | Spatial Analysis
Linked CD4+/CD8+ T cell neoantigen vaccination overcomes immune checkpoint blockade resistance and enables tumor regression,bioRxiv,2023-05-07,10.1101/2023.05.06.539290,Joseph S. Dolina,https://www.biorxiv.org/content/10.1101/2023.05.06.539290v1.full.pdf,CD4 | CD8 | Checkpoint Inhibition | Resistance | Vaccination
Tumoroscope: a probabilistic model for mapping cancer clones in tumor tissues,bioRxiv,2022-09-23,10.1101/2022.09.22.508914,Shadi Darvish Shafighi,https://www.biorxiv.org/content/10.1101/2022.09.22.508914v1.full.pdf,Spatialomics | Evolutionary Principles | Tumor Heterogeneity | Full Workflows | Spatial Analysis | Karolinska | SciLifeLab | Tumoroscope
Measuring competitive exclusion in non-small cell lung cancer,bioRxiv,2022-04-29,10.1101/2020.09.18.303966,Nathan Farrokhian,https://www.biorxiv.org/content/10.1101/2020.09.18.303966.full.pdf,NSCLC | Evolutionary Principles
DiffPO: A causal diffusion model for learning distributions of potential outcomes,arXiv,2024-10-11,10.48550/ARXIV.2410.08924,Yuchen Ma,https://arxiv.org/pdf/2410.08924.pdf,"Diffusion Models | Causal Diffusion Models | MCML | Feuerriegel, Stefan | DiffPO"
∞-Brush: Controllable Large Image Synthesis with Diffusion Models in Infinite Dimensions,ECCV 2024,20 Jul 2024,10.48550/ARXIV.2407.14709,Minh-Quan Le,https://arxiv.org/pdf/2407.14709.pdf,"Diffusion Models | CVLab, Stony Brook | Saltz, Joel | Samaras, Dimitris"
PixCell: A generative foundation model for digital histopathology images,arXiv,2025-03-24,10.48550/ARXIV.2506.05127,Srikar Yellapragada,https://arxiv.org/pdf/2506.05127.pdf,"Generative AI | Foundation Models | CVLab, Stony Brook | Saltz, Joel | Samaras, Dimitris | PixCell"
ZoomLDM: Latent Diffusion Model for multi-scale image generation,CVPR 2025,2024-11-25,10.48550/ARXIV.2411.16969,Srikar Yellapragada,https://arxiv.org/pdf/2411.16969.pdf,"Generative AI | Diffusion Models | CVLab, Stony Brook | Saltz, Joel | Samaras, Dimitris | ZoomLDM"
Overlap-weighted orthogonal meta-learner for treatment effect estimation over time,arXiv,2025-10-22,10.48550/ARXIV.2510.19643,Konstantin Hess,https://arxiv.org/pdf/2510.19643.pdf,"Heterogeneous Treatment Effects | Alan Turing Institute | MCML | Feuerriegel, Stefan | van der Schaar, Mihaela"
AI-Driven Spatial Transcriptomics Unlocks Large-Scale Breast Cancer Biomarker Discovery from Histopathology,bioRxiv,2024-10-18,10.1101/2024.10.16.618609,Eldad D. Shulman,https://www.biorxiv.org/content/10.1101/2024.10.16.618609v1.full.pdf,"Breast Cancer | Spatialomics | Biomarker Discovery | AI-driven Biomarkers | Spatial Biomarkers | Full Workflows | NCI | Caldas, Carlos | Ruppin, Eytan"
Advancing Multiple Instance Learning with Continual Learning for Whole Slide Imaging,CVPR 2025,2025-05-15,10.48550/arXiv.2505.10649,Xianrui Li,https://arxiv.org/pdf/2505.10649.pdf,"Continual Learning | Multiple Instance Learning | Full Workflows | Huawei, Noah's Ark Lab"
Continual Learning Should Move Beyond Incremental Classification,arXiv,2025-02-17,10.48550/arXiv.2502.11927,Rupert Mitchell,https://arxiv.org/pdf/2502.11927.pdf,Continual Learning | hessian.AI | KU Louvain | Mila | TUDA
Federated-Continual Dynamic Segmentation of Histopathology guided by Barlow Continuity,WACV2025,2025-01-08,10.48550/ARXIV.2501.04588,Niklas Babendererde,https://arxiv.org/pdf/2501.04588.pdf,"Continual Learning | Federated Learning | TUDA | Mukhopadhyay, Anirban"
Lifelong Learning of Large Language Model based Agents: A Roadmap,arXiv,2026-01-11,10.48550/arXiv.2501.07278,Junhao Zheng,https://arxiv.org/pdf/2501.07278.pdf,Continual Learning
"A Comprehensive Survey of Continual Learning: Theory, Method and Application",arXiv,2024-02-06,10.48550/arXiv.2302.00487,Liyuan Wang,https://arxiv.org/pdf/2302.00487.pdf,Continual Learning | Reviews
Jointly Exploring Client Drift and Catastrophic Forgetting in Dynamic Learning,arx,2023-09-01,10.48550/arXiv.2309.00688,Niklas Babendererde,https://arxiv.org/pdf/2309.00688.pdf,"Continual Learning | TUDA | Mukhopadhyay, Anirban | Tolkach, Yuri"
Digital Spatial Pathway Mapping Reveals Prognostic Tumor States in Head and Neck Cancer,bioRxiv,2025-11-26,10.1101/2025.11.24.689710,Julius Hense,https://www.biorxiv.org/content/10.1101/2025.11.24.689710v1.full.pdf,"Head and Neck | Multimodality | Spatialomics | AI-driven Biomarkers | Spatial Biomarkers | Explainability, Interpretability | Multiple Instance Learning | AIgnostics | BIFOLD | MPI for Informatics"
Generating Counterfactual Trajectories with Latent Diffusion Models for Concept Discovery,arXiv,2025-01-06,10.48550/arXiv.2404.10356,Payal Varshney,https://arxiv.org/pdf/2404.10356.pdf,"AI-driven Biomarkers | Diffusion Models | Explainability, Interpretability | Scientific Discovery"
Characterization of tumor heterogeneity through segmentation-free representation learning,bioRxiv,2024-09-06,10.1101/2024.09.05.611431,Jimin Tan,https://www.biorxiv.org/content/10.1101/2024.09.05.611431v1.full.pdf,Tumor Heterogeneity
Alternating Gradient Flows: A Theory of Feature Learning in Two-layer Neural Networks,NeurIPS 2025,24 Dec 2025,10.48550/ARXIV.2506.06489,Daniel Kunin,https://arxiv.org/pdf/2506.06489.pdf,"Miolane, Nina"
"Beyond Euclid: An Illustrated Guide to Modern Machine Learning with Geometric, Topological, and Algebraic Structures",arXiv,2025-07-24,10.48550/arXiv.2407.09468,Mathilde Papillon,https://arxiv.org/pdf/2407.09468.pdf,"Miolane, Nina | Sanborn, Sophia"
Identifying Interpretable Visual Features in Artificial and Biological Neural Systems,arXiv,2023-10-18,10.48550/arXiv.2310.11431,David Klindt,https://arxiv.org/pdf/2310.11431.pdf,"Explainability, Interpretability | Miolane, Nina | Sanborn, Sophia"
gen2seg: Generative Models Enable Generalizable Instance Segmentation,arXiv,2025-10-21,10.48550/arXiv.2505.15263,Om Khangaonkar,https://arxiv.org/pdf/2505.15263.pdf,Generative AI | Instance Segmentation | Image Segmentation and Classification
Where's Waldo: Diffusion Features for Personalized Segmentation and Retrieval,NeurIPS 2024,2024-09-30,10.48550/arXiv.2405.18025,Dvir Samuel,https://arxiv.org/pdf/2405.18025.pdf,Diffusion Models | Instance Segmentation | NVIDIA | OriginAI
"InstanSeg: an embedding-based instance segmentation algorithm optimized for accurate, efficient and portable cell segmentation",arXiv,2024-08-28,10.48550/ARXIV.2408.15954,Thibaut Goldsborough,https://arxiv.org/pdf/2408.15954.pdf,"Instance Segmentation | Image Segmentation and Classification | U Edinburgh | Bankhead, Peter | InstanSeg"
No Metric to Rule Them All: Toward Principled Evaluations of Graph-Learning Datasets,ICML 2025,2025-08-20,10.48550/ARXIV.2502.02379,Corinna Coupette,https://arxiv.org/pdf/2502.02379.pdf,"Graph-based | Model Evaluation, Benchmarking | AIDOS Lab | Rieck, Bastian"
Curvature Filtrations for Graph Generative Model Evaluation,NeurIPS 2023,2023/11/02,,Joshua Southern,,"Generative AI | Graph-based | Performance Metrics | AIDOS Lab | Helmholtz | TUM | Bronstein, Michael | Rieck, Bastian"
Simplicial Representation Learning with Neural k-Forms,ICLR 2024,2023,10.48550/ARXIV.2312.08515,Kelly Maggs,https://arxiv.org/pdf/2312.08515.pdf,"Geometric Deep Learning | AIDOS Lab | Rieck, Bastian"
NeuroAI for AI Safety,arXiv,2025-04-03,10.48550/arXiv.2411.18526,Patrick Mineault,https://arxiv.org/pdf/2411.18526.pdf,"Ethical Challenges | Allen Institute | Sanborn, Sophia | Tolias, Andreas"
Architectures of Topological Deep Learning: A Survey of Message-Passing Topological Neural Networks,arXiv,2024-02-21,10.48550/arXiv.2304.10031,Mathilde Papillon,https://arxiv.org/pdf/2304.10031.pdf,"Topological Deep Learning | Miolane, Nina | Sanborn, Sophia"
Autonomous Knowledge Graph Exploration with Adaptive Breadth-Depth Retrieval,arXiv,2026-01-20,10.48550/ARXIV.2601.13969,Joaquín Polonuer,https://arxiv.org/pdf/2601.13969.pdf,"Agentic AI | Knowledge Graphs | Broad Institute | DBMI, Harvard | Zitnik, Marinka"
Benchmarking Self-Supervised Learning on Diverse Pathology Datasets,CVPR 2023,2023-04-18,10.48550/ARXIV.2212.04690,Mingu Kang,https://arxiv.org/pdf/2212.04690.pdf,"Model Evaluation, Benchmarking | Self-supervised | Lunit"
A Benchmark of Foundation Model Encoders for Histopathological Image Segmentation,MICCAI Workshop on Computational Pathology with Multimodal Data (COMPAYL),2025/07/22,,Itsaso Vitoria,,"Foundation Models | Model Evaluation, Benchmarking | Image Segmentation and Classification | Tecnalia"
Language Models as Semiotic Machines: Reconceptualizing AI Language Systems through Structuralist and Post-Structuralist Theories of Language,arXiv,2024-10-16,10.48550/arXiv.2410.13065,Elad Vromen,https://arxiv.org/pdf/2410.13065.pdf,"Generative AI | LLMs, NLP"
Multimodal Posterior Sampling-based Uncertainty in PD-L1 Segmentation from H&E Images,arXiv,2025-11-14,10.48550/arXiv.2511.11486,Roman Kinakh,https://arxiv.org/pdf/2511.11486.pdf,"PD-L1 | H&E | Robustness, Uncertainty, Out-of-distribution Detection | Barrutia, Arrate"
PD-L1 Classification of Weakly-Labeled Whole Slide Images of Breast Cancer,arXiv,2024-04-15,10.48550/arXiv.2404.10175,Giacomo Cignoni,https://arxiv.org/pdf/2404.10175.pdf,"PD-L1 | Breast Cancer | IHC | Weakly Supervised | Fusco, Nicola"
Roadmap on Deep Learning for Microscopy,arXiv,2023-03-07,10.48550/arXiv.2303.03793,Giovanni Volpe,https://arxiv.org/pdf/2303.03793.pdf,"Reviews | Karolinska | SciLifeLab | Barrutia, Arrate | Pereira, Joana | Volpe, Giovanni"
Is Synthetic Image Augmentation Useful for Imbalanced Classification Problems? Case-Study on the MIDOG2025 Atypical Cell Detection Competition,MIDOG 2025,2025-08-30,10.48550/arXiv.2509.02612,Leire Benito-Del-Valle,https://arxiv.org/pdf/2509.02612.pdf,Generative AI | Image Segmentation and Classification | Tecnalia
Mask-guided cross-image attention for zero-shot in-silico histopathologic image generation with a diffusion model,arXiv,2025-01-15,10.48550/arXiv.2407.11664,Dominik Winter,https://arxiv.org/pdf/2407.11664.pdf,Diffusion Models | Self-supervised | AstraZeneca
MSDM: Generating Task-Specific Pathology Images with a Multimodal Conditioned Diffusion Model for Cell and Nuclei Segmentation,ISBI 2026,2025-10-20,10.48550/arXiv.2510.09121,Dominik Winter,https://arxiv.org/pdf/2510.09121.pdf,Multimodality | Diffusion Models | AstraZeneca
Large Language Models as Markov Chains,arXiv,2025-02-02,10.48550/arXiv.2410.02724,Oussama Zekri,https://arxiv.org/pdf/2410.02724.pdf,"LLMs, NLP | Huawei, Noah's Ark Lab"
Variability Matters : Evaluating inter-rater variability in histopathology for robust cell detection,arXiv,2022-10-11,10.48550/arXiv.2210.05175,Cholmin Kang,https://arxiv.org/pdf/2210.05175.pdf,Image Segmentation and Classification | Observer Concordance | Lunit
GDPO: Group reward-Decoupled Normalization Policy Optimization for Multi-reward RL Optimization,NVIDIA Tech Report,2026-01-08,10.48550/arXiv.2601.05242,Shih-Yang Liu,https://arxiv.org/pdf/2601.05242.pdf,Reinforcement Learning | NVIDIA
Reasoning Models Generate Societies of Thought,arXiv,2026-01-15,10.48550/arXiv.2601.10825,Junsol Kim,https://arxiv.org/pdf/2601.10825.pdf,"Reasoning, Hypothesis Generation | Reinforcement Learning | Google"
